exam_code,name
49911,ΚΥΤΤΑΡΟΠΑΘΟΛΟΓΙΑ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΜΕ ΛΕΠΤΗ ΒΕΛΟΝΗ ΧΩΡΙΣ ΑΠΕΙΚΟΝΙΣΤΙΚΗ ΚΑΘΟΔΗΓΗΣΗ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ
31132,ΚΥΤΤΑΡΟΠΑΘΟΛΟΓΙΑ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΜΕ ΛΕΠΤΗ ΒΕΛΟΝΗ ΜΕ ΑΠΕΙΚΟΝΙΣΤΙΚΗ ΚΑΘΟΔΗΓΗΣΗ. ΔΙΑΓΝΩΣΗ ΚΑΙ ΑΞΙΟΛΟΓΗΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ
70771,"ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΚΥΣΤΙΚΩΝ ΕΞΕΡΓΑΣΙΩΝ ΜΕΤΑ ΑΠΟ ΠΑΡΑΚΕΝΤΗΣΗ ΜΕ ΑΝΑΡΡΟΦΗΣΗ. ΔΙΑΓΝΩΣΗ ΚΑΙ ΑΞΙΟΛΟΓΗΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ, ΕΚΑΣΤΗ ΚΥΣΤΙΚΗ ΒΛΑΒΗ."
15158,ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΕΚΠΛΥΜΑΤΟΣ ΓΑΛΑΚΤΟΦΟΡΩΝ ΠΟΡΩΝ ΘΗΛΗΣ ΜΑΣΤΟΥ ΜΕ ΚΑΘΕΤΗΡΙΑΣΜΟ ΘΗΛΗΣ (DUCTAL LAVAGE) ΣΥΛΛΟΓΗ ΣΕ ΜΟΝΙΜΟΠΟΙΗΤΙΚΟ ΥΛΙΚΟ ΥΓΡΗΣ ΦΑΣΗΣ THIN PREP. ΑΥΤΟΜΑΤΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΛΕΠΤΗΣ ΣΤΟΙΒΑΔΟΣ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
60610,"ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΑΠΌ ΔΙΕΡΕΥΝΗΣΗ ΘΗΛΗΣ ΚΑΙ ΓΑΛΑΚΤΟΦΟΡΩΝ ΠΟΡΩΝ ΜΕΤΑ ΑΠΌ ΕΝΔΟΣΚΟΠΗΣΗ ΤΩΝ ΓΑΛΑΚΤΟΦΟΡΩΝ ΠΟΡΩΝ, ΜΕ ΤΗ ΜΕΘΟΔΟ ΥΓΡΗΣ ΦΑΣΗΣ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
29638,ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΒΡΟΓΧΙΚΟΥ ΕΚΠΛΥΜΑΤΟΣ ΜΕ ΒΡΟΓΧΟΣΚΟΠΗΣΗ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
41367,ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΛΗΦΘΕΝΤΟΣ ΜΕ ΒΟΥΡΤΣΑ ΥΠΟ ΕΝΔΟΣΚΟΠΙΚΟ ΕΛΕΓΧΟ (ΣΥΜΒΑΤΙΚΗ ΜΕΘΟΔΟΣ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
58461,ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΜΕ ΛΕΠΤΗ ΒΕΛΟΝΗ ΥΠΟ ΒΡΟΓΧΟΣΚΟΠΗΣΗ ΑΠΌ ΤΡΑΧΕΙΑ Ή ΒΡΟΓΧΟ (ΤΒΝΑ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
32081,ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΜΕ ΛΕΠΤΗ ΒΕΛΟΝΗ ΜΕ ΕΝΔΟΒΡΟΓΧΙΚΟ ΥΠΕΡΗΧΟΓΡΑΦΗΜΑ ΚΑΤΆ ΤΗ ΔΙΑΡΚΕΙΑ ΒΡΟΓΧΟΣΚΟΠΗΣΗΣ (EBUS FNAC). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
6296,ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΒΡΟΓΧΙΟΛΟΚΥΨΕΛΙΔΙΚΟΥ ΕΚΠΛΥΜΑΤΟΣ (BAL) ΥΠΟ ΒΡΟΓΧΟΣΚΟΠΗΣΗ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
7781,ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΕΚΠΛΥΜΑΤΟΣ ΑΠΌ ΣΩΛΗΝΩΔΗ Ή ΚΟΙΛΑ ΟΡΓΑΝΑ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ
97224,"ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΛΗΦΘΕΝΤΟΣ ΑΠΌ ΤΟ ΕΝΔΟΜΗΤΡΙΟ, ΧΩΡΙΣ ΤΡΑΧΗΛΙΚΗ ΔΙΑΣΤΟΛΗ (ΣΥΜΒΑΤΙΚΗ ΜΕΘΟΔΟΣ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
58632,ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΑΠΌ ΕΝΔΟΣΚΟΠΙΚΗ ΠΑΡΑΚΕΝΤΗΣΗ - EUS. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΙΑΤΡΟ ΕΙΔΙΚΟ.
68077,ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΔΕΙΓΜΑΤΟΣ ΛΗΦΘΕΝΤΟΣ ΜΕ ΨΗΚΤΡΑ Ή ΕΚΠΛΥΣΗ ΥΠΟ ΕΝΔΟΣΚΟΠΙΚΗ ΠΑΛΙΝΔΡΟΜΗ ΧΟΛΑΓΓΕΙΟΠΑΓΚΡΕΑΤΟΓΡΑΦΙΑ (ERCP) (ΣΥΜΒΑΤΙΚΗ ΜΕΘΟΔΟΣ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ
17327,ΓΝΩΜΑΤΕΥΣΗ ΚΑΙ ΣΥΝΤΑΞΗ ΕΚΘΕΣΗΣ ΚΥΤΤΑΡΟΛΟΓΙΚΩΝ ΕΞΕΤΑΣΕΩΝ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ ΓΙΑ ΑΝΤΙΚΕΙΜΕΝΟΦΟΡΕΣ ΠΛΑΚΕΣ (ΠΛΑΚΙΔΙΑ) ΠΟΥ ΠΡΟΕΤΟΙΜΑΣΤΗΚΑΝ ΣΕ ΑΛΛΟ ΜΕΡΟΣ.
36096,ΓΝΩΜΑΤΕΥΣΗ ΚΑΙ ΕΚΘΕΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ ΓΙΑ ΚΥΤΤΑΡΟΛΟΓΙΚΟ ΥΛΙΚΟ ΟΠΟΥ ΑΠΑΙΤΕΙΤΑΙ Η ΠΡΟΕΤΟΙΜΑΣΙΑ ΑΝΤΙΚΕΙΜΕΝΟΦΟΡΩΝ ΠΛΑΚΩΝ.
43636,"ΓΝΩΜΑΤΕΥΣΗ, ΑΝΑΛΥΤΙΚΗ, ΜΕ ΑΝΑΣΚΟΠΗΣΗ ΑΡΧΕΙΩΝ ΚΑΙ ΚΥΤΤΑΡΟΛΟΓΙΚΩΝ ΠΑΡΑΣΚΕΥΑΣΜΑΤΩΝ ΜΕ ΕΚΘΕΣΗ ΓΙΑ ΤΟ ΑΝΑΦΕΡΟΜΕΝΟ ΥΛΙΚΟ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ"
37089,"ΓΝΩΜΑΤΕΥΣΗ ΚΥΤΤΑΡΟΛΟΓΙΚΩΝ ΕΠΙΧΡΙΣΜΑΤΩΝ ΑΠΌ ΙΑΤΡΟ ΕΙΔΙΚΟ ΚΑΤΆ ΤΗ ΔΙΑΡΚΕΙΑ ΧΕΙΡΟΥΡΓΙΚΗΣ ΕΠΕΜΒΑΣΗΣ - ΤΑΧΕΙΑ ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ (ΥΛΙΚΟ FNA, ΥΓΡΑ ΚΥΣΤΕΩΝ / ΚΟΙΛΟΤΗΤΩΝ, ΕΚΠΛΥΜΑΤΑ, ΚΛΠ). ΑΡΧΙΚΟ ΔΕΙΓΜΑ."
99973,"ΓΝΩΜΑΤΕΥΣΗ ΚΥΤΤΑΡΟΛΟΓΙΚΩΝ ΕΠΙΧΡΙΣΜΑΤΩΝ ΑΠΌ ΙΑΤΡΟ ΕΙΔΙΚΟ ΚΑΤΆ ΤΗ ΔΙΑΡΚΕΙΑ ΧΕΙΡΟΥΡΓΙΚΗΣ ΕΠΕΜΒΑΣΗΣ - ΤΑΧΕΙΑ ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ (ΥΛΙΚΟ FNA, ΥΓΡΑ ΚΥΣΤΕΩΝ / ΚΟΙΛΟΤΗΤΩΝ, ΕΚΠΛΥΜΑΤΑ, ΚΛΠ). ΚΆΘΕ ΕΠΙΠΛΕΟΝ ΔΕΙΓΜΑ."
96802,ΑΠΛΗ ΠΑΡΑΣΤΑΣΗ ΚΥΤΤΑΡΟΛΟΓΟΥ ΣΕ ΙΑΤΡΙΚΑ ΣΥΜΒΟΥΛΙΑ
26627,ΕΝΤΕΤΑΛΜΕΝΗ ΠΑΡΟΥΣΙΑ ΚΥΤΤΑΡΟΛΟΓΟΥ
90071,ΕΚΘΕΣΗ ΚΥΤΤΑΡΟΛΟΓΟΥ ΓΙΑ ΧΡΗΣΗ ΣΤΟ ΔΙΚΑΣΤΙΚΟ ΣΩΜΑ Ή ΕΚΘΕΣΗ ΤΥΠΟΥ ΕΜΠΕΙΡΟΓΝΩΜΟΝΟΣ
30451,ΛΕΜΦΟΚΥΤΤΑΡΙΚΗ ΚΥΤΤΑΡΟΚΑΛΛΙΕΡΓΕΙΑ ΓΙΑ ΜΗ-ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΔΙΑΤΑΡΑΧΕΣ. ΕΚΤΙΜΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
91342,"ΚΥΤΤΑΡΟΚΑΛΛΙΕΡΓΕΙΑ ΓΙΑ ΜΗ-ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΔΙΑΤΑΡΑΧΕΣ. ΔΕΡΜΑ, Ή ΑΛΛΟΣ ΣΥΜΠΑΓΗΣ ΙΣΤΟΣ ΑΠΌ ΒΙΟΨΙΑ. ΕΚΤΙΜΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
48055,"ΚΥΤΤΑΡΟΚΑΛΛΙΕΡΓΕΙΑ ΓΙΑ ΜΗ-ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΔΙΑΤΑΡΑΧΕΣ. ΑΜΝΙΑΚΟ ΥΓΡΟ, Ή ΚΥΤΤΑΡΑ ΧΟΡΙΑΚΗΣ ΛΑΧΝΗΣ. ΕΚΤΙΜΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
28651,"ΚΥΤΤΑΡΟΚΑΛΛΙΕΡΓΕΙΑ ΓΙΑ ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΔΙΑΤΑΡΑΧΕΣ. ΜΥΕΛΟΣ ΤΩΝ ΟΣΤΩΝ, ΚΥΤΤΑΡΑ ΑΙΜΟΠΟΙΗΤΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ. ΕΚΤΙΜΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
19561,ΚΥΤΤΑΡΟΚΑΛΙΕΡΓΕΙΑ ΓΙΑ ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΔΙΑΤΑΡΑΧΕΣ. ΣΥΜΠΑΓΗΣ ΟΓΚΟΣ. ΕΚΤΙΜΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
5742,"ΚΡΥΟΣΥΝΤΗΡΗΣΗ, ΚΑΤΑΨΥΞΗ ΚΑΙ ΑΠΟΘΗΚΕΥΣΗ ΚΥΤΤΑΡΩΝ, ΕΚΑΣΤΗ ΚΥΤΤΑΡΙΚΗ ΣΕΙΡΑ. ΕΚΤΙΜΗΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
9250,"ΑΠΟΨΥΞΗ ΚΑΙ ΑΝΑΠΤΥΞΗ ΤΩΝ ΚΑΤΕΨΥΓΜΕΝΩΝ ΚΥΤΤΑΡΩΝ, ΕΚΑΣΤΟ ΚΛΑΣΜΑ (VIAL). ΕΚΤΙΜΗΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
47122,"ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ ΓΙΑ ΣΥΝΔΡΟΜΑ ΘΡΑΥΣΗΣ. ΑΝΤΑΛΛΑΓΗ ΒΑΣΗΣ ΑΔΕΛΦΗΣ ΧΡΩΜΑΤΙΔΑΣ (ΑΑΧ), 20-25 ΚΥΤΤΑΡΑ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
19758,"ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ ΓΙΑ ΣΥΝΔΡΟΜΑ ΘΡΑΥΣΗΣ. ΘΡΑΥΣΗ ΓΡΑΜΜΗΣ ΒΑΣΗΣ, ΒΑΘΜΟΛΟΓΙΑ 50-100 ΚΥΤΤΑΡΩΝ, ΚΑΤΑΜΕΤΡΗΣΗ 20 ΚΥΤΤΑΡΩΝ, 2 ΚΑΡΥΟΤΥΠΟΙ (ΠΧ, ΓΙΑ ΑΤΑΞΙΑ ΤΗΛΕΑΓΓΕΙΕΚΤΑΣΙΑ, ΑΝΑΙΜΙΑ FANCONI, ΕΥΘΡΑΥΣΤΟ Χ). ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
58967,"ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ ΓΙΑ ΣΥΝΔΡΟΜΑ ΘΡΑΥΣΗΣ, ΒΑΘΜΟΛΟΓΗΣΗ 100 ΚΥΤΤΑΡΩΝ, CLASTOGEN ΣΤΡΕΣ (ΠΧ, ΔΙΕΠΟΞΥΒΟΥΤΑΝΙΟ, ΜΙΤΟΜΥΚΙΝΗ, ΙΟΝΙΖΟΥΣΑ ΑΚΤΙΝΟΒΟΛΙΑ, ΥΠΕΡΙΩΔΗΣ ΑΚΤΙΝΟΒΟΛΙΑ). ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
39027,"ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΚΑΤΑΜΕΤΡΗΣΗ 5 ΚΥΤΤΑΡΩΝ, 1 ΚΑΡΥΟΤΥΠΟΣ, ΜΕ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
34108,"ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΚΑΤΑΜΕΤΡΗΣΗ 15-20 ΚΥΤΤΑΡΩΝ, 2 ΚΑΡΥΟΤΥΠΟΙ, ΜΕ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
78179,"ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΚΑΤΑΜΕΤΡΗΣΗ 45 ΚΥΤΤΑΡΩΝ ΓΙΑ ΜΩΣΑΪΚΙΣΜΟ, 2 ΚΑΡΥΟΤΥΠΟΙ ΜΕ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
54256,ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΑΝΑΛΥΣΗ 20-25 ΚΥΤΤΑΡΩΝ. ΑΞΙΟΛΟΓΗΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
9990,"ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ, ΑΜΝΙΑΚΟ ΥΓΡΟ, Ή ΧΟΡΙΑΚΗ ΛΑΧΝΗ, ΚΑΤΑΜΕΤΡΗΣΗ 15 ΚΥΤΤΑΡΩΝ, 1 ΚΑΡΥΟΤΥΠΟΣ ΜΕ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
21559,"ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ IN SITU ΓΙΑ ΚΥΤΤΑΡΑ ΑΜΝΙΑΚΟΥ ΥΓΡΟΥ, ΚΑΤΑΜΕΤΡΗΣΗ ΚΥΤΤΑΡΩΝ ΑΠΟ 6-12 ΑΠΟΙΚΙΕΣ, 1 ΚΑΡΥΟΤΥΠΟΣ ΜΕ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
27995,"ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ. ΙΧΝΗΘΕΤΗΣ DNA, ΓΙΑ ΕΚΑΣΤΟ ΙΧΝΗΘΕΤΗ (ΠΧ, FISH), ΤΕΧΝΙΚΟ ΜΕΡΟΣ"
96174,"ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ. ΧΡΩΜΟΣΩΜΙΚΟΣ IN SITU ΥΒΡΙΔΙΣΜΟΣ, ΑΝΑΛΥΣΗ 3-5 ΚΥΤΤΑΡΩΝ (ΠΧ, ΓΙΑ ΠΑΡΑΓΩΓΑ ΚΑΙ ΔΕΙΚΤΕΣ). ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
94430,"ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ. ΧΡΩΜΟΣΩΜΙΚΟΣ IN SITU ΥΒΡΙΔΙΣΜΟΣ, ΑΝΑΛΥΣΗ 10-30 ΚΥΤΤΑΡΩΝ (ΠΧ, ΓΙΑ ΜΙΚΡΟΣΥΣΤΟΙΧΙΕΣ). ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
33459,"ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ. ΜΕΣΟΦΑΣΙΚΟΣ IN SITU ΥΒΡΙΔΙΣΜΟΣ, ΑΝΑΛΥΣΗ 25-99 ΚΥΤΤΑΡΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
48905,"ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ. ΜΕΣΟΦΑΣΙΚΟΣ IN SITU ΥΒΡΙΔΙΣΜΟΣ, ΑΝΑΛΥΣΗ 100-300 ΚΥΤΤΑΡΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
19870,"ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΕΠΙΠΡΟΣΘΕΤΟΙ ΚΑΡΥΟΤΥΠΟΙ, ΕΚΑΣΤΗ ΜΕΛΕΤΗ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
41277,ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΕΠΙΠΡΟΣΘΕΤΗ ΕΞΕΙΔΙΚΕΥΜΕΝΗ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
15836,"ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΚΑΤΑΜΕΤΡΗΣΗ ΕΠΙΠΛΕΟΝ ΚΥΤΤΑΡΩΝ, ΣΕ ΕΚΑΣΤΗ ΜΕΛΕΤΗ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
36733,"ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ, ΕΠΙΠΡΟΣΘΕΤΗ ΜΕΛΕΤΗ ΥΨΗΛΟΥ ΔΙΑΧΩΡΙΣΜΟΥ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ."
46984,ΑΝΕΝΕΡΓΟΣ
87563,ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ
9166,"ΕΠΙΠΕΔΟ Ι - ΧΕΙΡΟΥΡΓΙΚΗ ΠΑΘΟΛΟΓΙΚΗ ΑΝΑΤΟΜΙΚΗ, ΜΑΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ ΜΟΝΟΝ"
31843,"ΕΠΙΠΕΔΟ ΙΙ - ΧΕΙΡΟΥΡΓΙΚΗ ΠΑΘΟΛΟΓΙΚΗ ΑΝΑΤΟΜΙΚΗ, ΜΑΚΡΟΣΚΟΠΙΚΗ ΚΑΙ ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ ΠΕΡΙΛΑΜΒΑΝΕΙ: ΑΙΜΟΡΡΟΪΔΕΣ - ΑΚΡΟΠΟΣΘΙΑ ΣΕ ΝΕΟΓΕΝΝΗΤΟ - ΓΑΓΓΛΙΑΚΗ ΚΥΣΤΗ - ΓΑΓΓΛΙΟ ΣΥΜΠΑΘΗΤΙΚΟΥ - ΚΑΡΠΙΑΙΟ ΣΩΛΗΝΑ, ΙΣΤΟ- ΚΙΡΣΟΚΗΛΗ - ΚΟΛΠΙΚΟΣ ΒΛΕΝΝΟΓΟΝΟΣ (ΤΥΧΑΙΟ ΕΥΡΗΜΑ) - ΜΕΣΟΣΠΟΝΔΥΛΙΟ ΔΙΣΚΟ - ΟΡΧΕΙΣ (ΕΥΝΟΥΧΙΣΜΟΣ) - ΣΑΚΟ ΚΗΛΗΣ (ΟΠΟΙΑΣΔΗΠΟΤΕ ΕΝΤΟΠΙΣΗΣ) - ΣΑΚΟ ΥΔΡΟΚΗΛΗΣ (ΕΠΑΝΟΡΘΩΤΙΚΗ ΠΛΑΣΤΙΚΗ) - ΣΑΛΠΙΓΓΑ (ΣΤΕΙΡΩΣΗ) - ΣΚΩΛΗΚΟΕΙΔΗ ΑΠΟΦΥΣΗ (ΤΥΧΑΙΟ ΕΥΡΗΜΑ) - ΣΠΕΡΜΑΤΙΚΟ ΠΟΡΟ (ΣΤΕΙΡΩΣΗ) - ΥΔΑΤΙΔΑ ΚΥΣΤΗ MORGAGNI - ΦΛΕΒΑ, ΚΙΡΣΟΣ/ΟΙ"
