+-----------------+------------+--------------+-------------+---------------------------+-------------+
| department_name | date       | shift        | staff_type  | role                      | staff_count |
| Gynaikologiko   | 2026-05-14 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Kardiologiko    | 2026-05-14 | απογευματινή | Διοικητικός | Λογιστής                  |           1 |
| Kardiologiko    | 2026-05-14 | απογευματινή | Ιατρός      | Obstetrics and Gynecology |           1 |
| Kardiologiko    | 2026-05-14 | απογευματινή | Διοικητικός | Υπάλληλος IT              |           1 |
| Kardiologiko    | 2026-05-14 | απογευματινή | Ιατρός      | Internal Medicine         |           1 |
| Kardiologiko    | 2026-05-14 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           2 |
| Kardiologiko    | 2026-05-14 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Kardiologiko    | 2026-05-14 | απογευματινή | Ιατρός      | Dermatology               |           1 |
| Kardiologiko    | 2026-05-14 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Kardiologiko    | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Kardiologiko    | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Kardiologiko    | 2026-05-14 | νυχτερινή    | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Kardiologiko    | 2026-05-14 | νυχτερινή    | Ιατρός      | Neurology                 |           1 |
| Kardiologiko    | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           1 |
| Kardiologiko    | 2026-05-14 | νυχτερινή    | Διοικητικός | Λογιστής                  |           1 |
| Kardiologiko    | 2026-05-14 | νυχτερινή    | Ιατρός      | Radiology                 |           1 |
| Kardiologiko    | 2026-05-14 | νυχτερινή    | Ιατρός      | Orthopedics               |           1 |
| Kardiologiko    | 2026-05-14 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Kardiologiko    | 2026-05-14 | πρωινή       | Ιατρός      | Cardiology                |           1 |
| Kardiologiko    | 2026-05-14 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           5 |
| Kardiologiko    | 2026-05-14 | πρωινή       | Ιατρός      | General Practice          |           1 |
| Kardiologiko    | 2026-05-14 | πρωινή       | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Kardiologiko    | 2026-05-14 | πρωινή       | Ιατρός      | Pediatrics                |           1 |
| Kardiologiko    | 2026-05-14 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Nefrologiko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Nefrologiko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Nefrologiko     | 2026-05-14 | απογευματινή | Ιατρός      | Internal Medicine         |           1 |
| Nefrologiko     | 2026-05-14 | απογευματινή | Ιατρός      | Psychiatry                |           1 |
| Nefrologiko     | 2026-05-14 | απογευματινή | Διοικητικός | Υπάλληλος IT              |           1 |
| Nefrologiko     | 2026-05-14 | απογευματινή | Διοικητικός | Λογιστής                  |           1 |
| Nefrologiko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           1 |
| Nefrologiko     | 2026-05-14 | απογευματινή | Ιατρός      | Anesthesiology            |           1 |
| Nefrologiko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Emergency Medicine        |           1 |
| Nefrologiko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Dermatology               |           1 |
| Nefrologiko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Nefrologiko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Anesthesiology            |           1 |
| Nefrologiko     | 2026-05-14 | νυχτερινή    | Διοικητικός | Αρχειοθέτης               |           1 |
| Nefrologiko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           2 |
| Nefrologiko     | 2026-05-14 | νυχτερινή    | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Nefrologiko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Nefrologiko     | 2026-05-14 | πρωινή       | Ιατρός      | Surgery                   |           1 |
| Nefrologiko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Nefrologiko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Nefrologiko     | 2026-05-14 | πρωινή       | Διοικητικός | Λογιστής                  |           1 |
| Nefrologiko     | 2026-05-14 | πρωινή       | Ιατρός      | Dermatology               |           1 |
| Nefrologiko     | 2026-05-14 | πρωινή       | Ιατρός      | Psychiatry                |           1 |
| Nefrologiko     | 2026-05-14 | πρωινή       | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Neurologiko     | 2026-05-14 | απογευματινή | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Neurologiko     | 2026-05-14 | απογευματινή | Ιατρός      | Pediatrics                |           3 |
| Neurologiko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           5 |
| Neurologiko     | 2026-05-14 | απογευματινή | Διοικητικός | Αρχειοθέτης               |           1 |
| Neurologiko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           1 |
| Neurologiko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Neurologiko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Radiology                 |           2 |
| Neurologiko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Neurologiko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Oncology                  |           1 |
| Neurologiko     | 2026-05-14 | νυχτερινή    | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Neurologiko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Neurologiko     | 2026-05-14 | νυχτερινή    | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Neurologiko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           1 |
| Neurologiko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Neurologiko     | 2026-05-14 | πρωινή       | Ιατρός      | Surgery                   |           1 |
| Neurologiko     | 2026-05-14 | πρωινή       | Ιατρός      | Psychiatry                |           1 |
| Neurologiko     | 2026-05-14 | πρωινή       | Ιατρός      | Cardiology                |           1 |
| Neurologiko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           3 |
| Neurologiko     | 2026-05-14 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Neurologiko     | 2026-05-14 | πρωινή       | Διοικητικός | Λογιστής                  |           1 |
| Ogkologiko      | 2026-05-14 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Ogkologiko      | 2026-05-14 | απογευματινή | Ιατρός      | Surgery                   |           1 |
| Ogkologiko      | 2026-05-14 | απογευματινή | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Ogkologiko      | 2026-05-14 | απογευματινή | Ιατρός      | Neurology                 |           1 |
| Ogkologiko      | 2026-05-14 | απογευματινή | Διοικητικός | Γραμματέας                |           1 |
| Ogkologiko      | 2026-05-14 | απογευματινή | Ιατρός      | General Practice          |           1 |
| Ogkologiko      | 2026-05-14 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Ogkologiko      | 2026-05-14 | νυχτερινή    | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Ogkologiko      | 2026-05-14 | νυχτερινή    | Διοικητικός | Υπάλληλος IT              |           1 |
| Ogkologiko      | 2026-05-14 | νυχτερινή    | Ιατρός      | Radiology                 |           1 |
| Ogkologiko      | 2026-05-14 | νυχτερινή    | Ιατρός      | Anesthesiology            |           1 |
| Ogkologiko      | 2026-05-14 | νυχτερινή    | Ιατρός      | Emergency Medicine        |           1 |
| Ogkologiko      | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Ogkologiko      | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Ogkologiko      | 2026-05-14 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Ogkologiko      | 2026-05-14 | πρωινή       | Ιατρός      | Anesthesiology            |           1 |
| Ogkologiko      | 2026-05-14 | πρωινή       | Ιατρός      | Dermatology               |           1 |
| Ogkologiko      | 2026-05-14 | πρωινή       | Ιατρός      | Emergency Medicine        |           1 |
| Ogkologiko      | 2026-05-14 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Ogkologiko      | 2026-05-14 | πρωινή       | Διοικητικός | Γραμματέας                |           1 |
| Ogkologiko      | 2026-05-14 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Orthopediko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Orthopediko     | 2026-05-14 | απογευματινή | Διοικητικός | Γραμματέας                |           1 |
| Orthopediko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Orthopediko     | 2026-05-14 | απογευματινή | Διοικητικός | Λογιστής                  |           1 |
| Orthopediko     | 2026-05-14 | απογευματινή | Ιατρός      | Surgery                   |           1 |
| Orthopediko     | 2026-05-14 | απογευματινή | Ιατρός      | Internal Medicine         |           1 |
| Orthopediko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Orthopediko     | 2026-05-14 | απογευματινή | Ιατρός      | Pediatrics                |           1 |
| Orthopediko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Urology                   |           1 |
| Orthopediko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Orthopediko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Orthopediko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Anesthesiology            |           1 |
| Orthopediko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Orthopediko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Cardiology                |           1 |
| Orthopediko     | 2026-05-14 | νυχτερινή    | Διοικητικός | Γραμματέας                |           1 |
| Orthopediko     | 2026-05-14 | νυχτερινή    | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Orthopediko     | 2026-05-14 | πρωινή       | Ιατρός      | Neurology                 |           1 |
| Orthopediko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Orthopediko     | 2026-05-14 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Orthopediko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Orthopediko     | 2026-05-14 | πρωινή       | Ιατρός      | Urology                   |           1 |
| Orthopediko     | 2026-05-14 | πρωινή       | Διοικητικός | Λογιστής                  |           1 |
| Orthopediko     | 2026-05-14 | πρωινή       | Ιατρός      | Radiology                 |           1 |
| Ourologiko      | 2026-05-14 | απογευματινή | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Ourologiko      | 2026-05-14 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Ourologiko      | 2026-05-14 | απογευματινή | Ιατρός      | General Practice          |           2 |
| Ourologiko      | 2026-05-14 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Ourologiko      | 2026-05-14 | απογευματινή | Ιατρός      | Radiology                 |           1 |
| Ourologiko      | 2026-05-14 | απογευματινή | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Ourologiko      | 2026-05-14 | νυχτερινή    | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Ourologiko      | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Ourologiko      | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Ourologiko      | 2026-05-14 | νυχτερινή    | Ιατρός      | Neurology                 |           1 |
| Ourologiko      | 2026-05-14 | νυχτερινή    | Διοικητικός | Αρχειοθέτης               |           1 |
| Ourologiko      | 2026-05-14 | νυχτερινή    | Ιατρός      | Oncology                  |           1 |
| Ourologiko      | 2026-05-14 | νυχτερινή    | Ιατρός      | General Practice          |           1 |
| Ourologiko      | 2026-05-14 | πρωινή       | Διοικητικός | Γραμματέας                |           1 |
| Ourologiko      | 2026-05-14 | πρωινή       | Ιατρός      | Urology                   |           1 |
| Ourologiko      | 2026-05-14 | πρωινή       | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Ourologiko      | 2026-05-14 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Ourologiko      | 2026-05-14 | πρωινή       | Ιατρός      | Dermatology               |           2 |
| Ourologiko      | 2026-05-14 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Ourologiko      | 2026-05-14 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Paidiatriko     | 2026-05-14 | απογευματινή | Διοικητικός | Αρχειοθέτης               |           1 |
| Paidiatriko     | 2026-05-14 | απογευματινή | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Paidiatriko     | 2026-05-14 | απογευματινή | Ιατρός      | General Practice          |           1 |
| Paidiatriko     | 2026-05-14 | απογευματινή | Ιατρός      | Obstetrics and Gynecology |           1 |
| Paidiatriko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           2 |
| Paidiatriko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Paidiatriko     | 2026-05-14 | απογευματινή | Ιατρός      | Emergency Medicine        |           1 |
| Paidiatriko     | 2026-05-14 | νυχτερινή    | Διοικητικός | Γραμματέας                |           1 |
| Paidiatriko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Psychiatry                |           1 |
| Paidiatriko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           1 |
| Paidiatriko     | 2026-05-14 | νυχτερινή    | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Paidiatriko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Paidiatriko     | 2026-05-14 | νυχτερινή    | Ιατρός      | General Practice          |           1 |
| Paidiatriko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           2 |
| Paidiatriko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Urology                   |           1 |
| Paidiatriko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Paidiatriko     | 2026-05-14 | πρωινή       | Ιατρός      | Emergency Medicine        |           1 |
| Paidiatriko     | 2026-05-14 | πρωινή       | Ιατρός      | Internal Medicine         |           1 |
| Paidiatriko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Paidiatriko     | 2026-05-14 | πρωινή       | Ιατρός      | Pediatrics                |           1 |
| Paidiatriko     | 2026-05-14 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Paidiatriko     | 2026-05-14 | πρωινή       | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Pathologiko     | 2026-05-14 | απογευματινή | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Pathologiko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Pathologiko     | 2026-05-14 | απογευματινή | Διοικητικός | Υπάλληλος IT              |           1 |
| Pathologiko     | 2026-05-14 | απογευματινή | Ιατρός      | Neurology                 |           1 |
| Pathologiko     | 2026-05-14 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Pathologiko     | 2026-05-14 | απογευματινή | Ιατρός      | Urology                   |           1 |
| Pathologiko     | 2026-05-14 | απογευματινή | Ιατρός      | Anesthesiology            |           1 |
| Pathologiko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Pathologiko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Cardiology                |           1 |
| Pathologiko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Pediatrics                |           1 |
| Pathologiko     | 2026-05-14 | νυχτερινή    | Διοικητικός | Ρεσεψιονίστ               |           2 |
| Pathologiko     | 2026-05-14 | νυχτερινή    | Ιατρός      | Orthopedics               |           1 |
| Pathologiko     | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Pathologiko     | 2026-05-14 | πρωινή       | Διοικητικός | Λογιστής                  |           1 |
| Pathologiko     | 2026-05-14 | πρωινή       | Ιατρός      | Radiology                 |           2 |
| Pathologiko     | 2026-05-14 | πρωινή       | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Pathologiko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           1 |
| Pathologiko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           2 |
| Pathologiko     | 2026-05-14 | πρωινή       | Ιατρός      | Cardiology                |           1 |
| Pathologiko     | 2026-05-14 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Pnevmonologiko  | 2026-05-14 | απογευματινή | Ιατρός      | Surgery                   |           1 |
| Pnevmonologiko  | 2026-05-14 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           3 |
| Pnevmonologiko  | 2026-05-14 | απογευματινή | Διοικητικός | Υπάλληλος IT              |           2 |
| Pnevmonologiko  | 2026-05-14 | απογευματινή | Ιατρός      | Orthopedics               |           1 |
| Pnevmonologiko  | 2026-05-14 | απογευματινή | Ιατρός      | Oncology                  |           1 |
| Pnevmonologiko  | 2026-05-14 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Pnevmonologiko  | 2026-05-14 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           1 |
| Pnevmonologiko  | 2026-05-14 | νυχτερινή    | Ιατρός      | Anesthesiology            |           1 |
| Pnevmonologiko  | 2026-05-14 | νυχτερινή    | Διοικητικός | Αρχειοθέτης               |           1 |
| Pnevmonologiko  | 2026-05-14 | νυχτερινή    | Διοικητικός | Γραμματέας                |           1 |
| Pnevmonologiko  | 2026-05-14 | νυχτερινή    | Ιατρός      | Orthopedics               |           1 |
| Pnevmonologiko  | 2026-05-14 | νυχτερινή    | Ιατρός      | Pediatrics                |           1 |
| Pnevmonologiko  | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           1 |
| Pnevmonologiko  | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           5 |
| Pnevmonologiko  | 2026-05-14 | πρωινή       | Ιατρός      | Cardiology                |           1 |
| Pnevmonologiko  | 2026-05-14 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           2 |
| Pnevmonologiko  | 2026-05-14 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Pnevmonologiko  | 2026-05-14 | πρωινή       | Διοικητικός | Λογιστής                  |           1 |
| Pnevmonologiko  | 2026-05-14 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Pnevmonologiko  | 2026-05-14 | πρωινή       | Διοικητικός | Γραμματέας                |           1 |
| Pnevmonologiko  | 2026-05-14 | πρωινή       | Ιατρός      | Psychiatry                |           1 |
| Pnevmonologiko  | 2026-05-14 | πρωινή       | Ιατρός      | Orthopedics               |           1 |
| Psychiatriko    | 2026-05-14 | απογευματινή | Ιατρός      | Urology                   |           1 |
| Psychiatriko    | 2026-05-14 | απογευματινή | Διοικητικός | Γραμματέας                |           2 |
| Psychiatriko    | 2026-05-14 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Psychiatriko    | 2026-05-14 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Psychiatriko    | 2026-05-14 | απογευματινή | Ιατρός      | Anesthesiology            |           1 |
| Psychiatriko    | 2026-05-14 | απογευματινή | Ιατρός      | Pediatrics                |           1 |
| Psychiatriko    | 2026-05-14 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           1 |
| Psychiatriko    | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Psychiatriko    | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Psychiatriko    | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Psychiatriko    | 2026-05-14 | νυχτερινή    | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Psychiatriko    | 2026-05-14 | νυχτερινή    | Ιατρός      | Urology                   |           1 |
| Psychiatriko    | 2026-05-14 | νυχτερινή    | Ιατρός      | Orthopedics               |           1 |
| Psychiatriko    | 2026-05-14 | νυχτερινή    | Ιατρός      | Psychiatry                |           1 |
| Psychiatriko    | 2026-05-14 | νυχτερινή    | Διοικητικός | Λογιστής                  |           1 |
| Psychiatriko    | 2026-05-14 | πρωινή       | Διοικητικός | Γραμματέας                |           1 |
| Psychiatriko    | 2026-05-14 | πρωινή       | Ιατρός      | Urology                   |           1 |
| Psychiatriko    | 2026-05-14 | πρωινή       | Ιατρός      | Dermatology               |           1 |
| Psychiatriko    | 2026-05-14 | πρωινή       | Ιατρός      | Emergency Medicine        |           1 |
| Psychiatriko    | 2026-05-14 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           5 |
| Psychiatriko    | 2026-05-14 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Psychiatriko    | 2026-05-14 | πρωινή       | Διοικητικός | Λογιστής                  |           1 |
| Revmatologiko   | 2026-05-14 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Revmatologiko   | 2026-05-14 | απογευματινή | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Revmatologiko   | 2026-05-14 | απογευματινή | Ιατρός      | Surgery                   |           1 |
| Revmatologiko   | 2026-05-14 | απογευματινή | Ιατρός      | Radiology                 |           1 |
| Revmatologiko   | 2026-05-14 | απογευματινή | Διοικητικός | Λογιστής                  |           1 |
| Revmatologiko   | 2026-05-14 | απογευματινή | Ιατρός      | General Practice          |           1 |
| Revmatologiko   | 2026-05-14 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Revmatologiko   | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Revmatologiko   | 2026-05-14 | νυχτερινή    | Ιατρός      | Dermatology               |           1 |
| Revmatologiko   | 2026-05-14 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           5 |
| Revmatologiko   | 2026-05-14 | νυχτερινή    | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Revmatologiko   | 2026-05-14 | νυχτερινή    | Διοικητικός | Υπάλληλος IT              |           1 |
| Revmatologiko   | 2026-05-14 | νυχτερινή    | Ιατρός      | Surgery                   |           1 |
| Revmatologiko   | 2026-05-14 | νυχτερινή    | Ιατρός      | Radiology                 |           1 |
| Revmatologiko   | 2026-05-14 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Revmatologiko   | 2026-05-14 | πρωινή       | Ιατρός      | Emergency Medicine        |           1 |
| Revmatologiko   | 2026-05-14 | πρωινή       | Ιατρός      | Cardiology                |           1 |
| Revmatologiko   | 2026-05-14 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Revmatologiko   | 2026-05-14 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Revmatologiko   | 2026-05-14 | πρωινή       | Ιατρός      | Psychiatry                |           1 |
| Revmatologiko   | 2026-05-14 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Revmatologiko   | 2026-05-14 | πρωινή       | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Aimatologiko    | 2026-05-15 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Aimatologiko    | 2026-05-15 | απογευματινή | Διοικητικός | Υπεύθυνος Προμηθειών      |           2 |
| Aimatologiko    | 2026-05-15 | απογευματινή | Ιατρός      | Cardiology                |           1 |
| Aimatologiko    | 2026-05-15 | απογευματινή | Ιατρός      | Urology                   |           1 |
| Aimatologiko    | 2026-05-15 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Aimatologiko    | 2026-05-15 | απογευματινή | Ιατρός      | Psychiatry                |           1 |
| Aimatologiko    | 2026-05-15 | νυχτερινή    | Ιατρός      | Neurology                 |           1 |
| Aimatologiko    | 2026-05-15 | νυχτερινή    | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Aimatologiko    | 2026-05-15 | νυχτερινή    | Διοικητικός | Γραμματέας                |           1 |
| Aimatologiko    | 2026-05-15 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Aimatologiko    | 2026-05-15 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Aimatologiko    | 2026-05-15 | νυχτερινή    | Ιατρός      | Anesthesiology            |           1 |
| Aimatologiko    | 2026-05-15 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Aimatologiko    | 2026-05-15 | νυχτερινή    | Ιατρός      | Radiology                 |           1 |
| Aimatologiko    | 2026-05-15 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Aimatologiko    | 2026-05-15 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Aimatologiko    | 2026-05-15 | πρωινή       | Ιατρός      | Emergency Medicine        |           1 |
| Aimatologiko    | 2026-05-15 | πρωινή       | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Aimatologiko    | 2026-05-15 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Aimatologiko    | 2026-05-15 | πρωινή       | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Aimatologiko    | 2026-05-15 | πρωινή       | Ιατρός      | Cardiology                |           1 |
| Aimatologiko    | 2026-05-15 | πρωινή       | Ιατρός      | Dermatology               |           1 |
| Cheirourgiko    | 2026-05-15 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Cheirourgiko    | 2026-05-15 | απογευματινή | Ιατρός      | Surgery                   |           2 |
| Cheirourgiko    | 2026-05-15 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Cheirourgiko    | 2026-05-15 | απογευματινή | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Cheirourgiko    | 2026-05-15 | απογευματινή | Ιατρός      | Internal Medicine         |           1 |
| Cheirourgiko    | 2026-05-15 | απογευματινή | Διοικητικός | Γραμματέας                |           1 |
| Cheirourgiko    | 2026-05-15 | νυχτερινή    | Ιατρός      | Anesthesiology            |           1 |
| Cheirourgiko    | 2026-05-15 | νυχτερινή    | Ιατρός      | Obstetrics and Gynecology |           1 |
| Cheirourgiko    | 2026-05-15 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           5 |
| Cheirourgiko    | 2026-05-15 | νυχτερινή    | Διοικητικός | Γραμματέας                |           2 |
