+-----------------+----------------+----------+-----------------------------------+------------------+-----------------+------------------+---------------+
| department_name | admission_year | ken_code | insurance_provider                | total_admissions | total_base_cost | total_extra_cost | total_revenue |
| Pnevmonologiko  |           2026 | Τ20Χ     | Ιδιωτική Ασφάλεια                 |                1 |          512.00 |             0.00 |        512.00 |
| Pnevmonologiko  |           2026 | Μ63Χ     | Ιδιωτική Ασφάλεια                 |                1 |          444.00 |             0.00 |        444.00 |
| Psychiatriko    |           2026 | Κ01Χ     | ΕΦΚΑ                              |                1 |        12420.00 |             0.00 |      12420.00 |
| Psychiatriko    |           2026 | Κ30Μ     | Ανασφάλιστος                      |                1 |         6295.00 |          3238.92 |       9533.92 |
| Psychiatriko    |           2026 | Κ15Χ     | Ανασφάλιστος                      |                1 |         2013.00 |          3303.54 |       5316.54 |
| Psychiatriko    |           2026 | Κ12Χ     | ΕΦΚΑ                              |                1 |         3694.00 |          1324.89 |       5018.89 |
| Psychiatriko    |           2026 | Ν21Μ     | Ιδιωτική Ασφάλεια                 |                1 |         4960.00 |             0.00 |       4960.00 |
| Psychiatriko    |           2026 | Π50Χ     | ΕΦΚΑ                              |                1 |          374.00 |          3510.39 |       3884.39 |
| Psychiatriko    |           2026 | Φ22Μ     | Ιδιωτική Ασφάλεια                 |                1 |         2357.00 |          1314.48 |       3671.48 |
| Psychiatriko    |           2026 | Δ24Μ     | ΕΦΚΑ                              |                1 |         1619.00 |          1977.14 |       3596.14 |
| Psychiatriko    |           2026 | S24Μ     | Ιδιωτική Ασφάλεια                 |                1 |          770.00 |          2755.76 |       3525.76 |
| Psychiatriko    |           2026 | Α25Μ     | ΕΦΚΑ                              |                1 |         1766.00 |          1671.67 |       3437.67 |
| Psychiatriko    |           2026 | Π26Μ     | Ιδιωτική Ασφάλεια                 |                1 |         3338.00 |             0.00 |       3338.00 |
| Psychiatriko    |           2026 | Π10Χ     | ΕΦΚΑ                              |                1 |          868.00 |          2456.01 |       3324.01 |
| Psychiatriko    |           2026 | S01Μ     | ΕΦΚΑ                              |                1 |         2413.00 |           652.30 |       3065.30 |
| Psychiatriko    |           2026 | Ζ21Α     | ΕΦΚΑ                              |                1 |          848.00 |          2123.10 |       2971.10 |
| Psychiatriko    |           2026 | Ο20Χ     | ΕΦΚΑ                              |                1 |         1035.00 |          1870.20 |       2905.20 |
| Psychiatriko    |           2026 | Π45Χ     | ΕΦΚΑ                              |                1 |          623.00 |          2234.57 |       2857.57 |
| Psychiatriko    |           2026 | S25Α     | ΕΦΚΑ                              |                1 |         1082.00 |          1628.10 |       2710.10 |
| Psychiatriko    |           2026 | Ο15Α     | Ιδιωτική Ασφάλεια                 |                1 |         1026.00 |          1508.80 |       2534.80 |
| Psychiatriko    |           2026 | Ν27Μα    | ΕΦΚΑ                              |                1 |         2529.00 |             0.00 |       2529.00 |
| Psychiatriko    |           2026 | Ρ24Μβ    | Ιδιωτική Ασφάλεια                 |                1 |         1401.00 |           926.09 |       2327.09 |
| Psychiatriko    |           2026 | Μ25Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1260.00 |           998.20 |       2258.20 |
| Psychiatriko    |           2026 | Ν26Μ     | ΕΦΚΑ                              |                1 |         2062.00 |             0.00 |       2062.00 |
| Psychiatriko    |           2026 | Α33Μα    | Ιδιωτική Ασφάλεια                 |                1 |         2023.00 |             0.00 |       2023.00 |
| Psychiatriko    |           2026 | Π03Χβ    | ΕΦΚΑ                              |                1 |         1813.00 |           191.48 |       2004.48 |
| Psychiatriko    |           2026 | Α33Μβ    | ΕΦΚΑ                              |                1 |         1043.00 |           913.56 |       1956.56 |
| Psychiatriko    |           2026 | Μ78Χ     | Ιδιωτική Ασφάλεια                 |                1 |          475.00 |           795.04 |       1270.04 |
| Psychiatriko    |           2026 | Φ62Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1183.00 |             0.00 |       1183.00 |
| Psychiatriko    |           2026 | Β22Α     | Ιδιωτική Ασφάλεια                 |                1 |          545.00 |           581.24 |       1126.24 |
| Psychiatriko    |           2026 | Ο23Α     | ΕΦΚΑ                              |                1 |          420.00 |           629.85 |       1049.85 |
| Psychiatriko    |           2026 | Υ09Χβ    | ΕΦΚΑ                              |                1 |         1035.00 |             0.00 |       1035.00 |
| Psychiatriko    |           2026 | Τ27Χ     | Ιδιωτική Ασφάλεια                 |                1 |          428.00 |             0.00 |        428.00 |
| Psychiatriko    |           2026 | Π27Α     | Ιδιωτική Ασφάλεια                 |                1 |          265.00 |             0.00 |        265.00 |
| Revmatologiko   |           2026 | Φ01Α     | ΕΦΚΑ                              |                1 |        12204.00 |             0.00 |      12204.00 |
| Revmatologiko   |           2026 | Η44Χ     | Ιδιωτική Ασφάλεια                 |                1 |          436.00 |          6617.56 |       7053.56 |
| Revmatologiko   |           2026 | Γ05Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1374.00 |          4952.78 |       6326.78 |
| Revmatologiko   |           2026 | Ω02Μα    | Ανασφάλιστος                      |                1 |         5420.00 |           739.32 |       6159.32 |
| Revmatologiko   |           2026 | Μ12Μα    | Ιδιωτική Ασφάλεια                 |                1 |         5478.00 |             0.00 |       5478.00 |
| Revmatologiko   |           2026 | Μ07Α     | ΕΦΚΑ                              |                1 |         5235.00 |             0.00 |       5235.00 |
| Revmatologiko   |           2026 | Ω04Χ     | ΕΦΚΑ                              |                1 |         1934.00 |          2844.64 |       4778.64 |
| Revmatologiko   |           2026 | Η06Μ     | Ιδιωτική Ασφάλεια                 |                1 |         4646.00 |             0.00 |       4646.00 |
| Revmatologiko   |           2026 | Ω03Α     | ΕΦΚΑ                              |                1 |         1281.00 |          3048.55 |       4329.55 |
| Revmatologiko   |           2026 | Μ11Α     | Ιδιωτική Ασφάλεια                 |                1 |         4045.00 |             0.00 |       4045.00 |
| Revmatologiko   |           2026 | Ν05Α     | ΕΦΚΑ                              |                1 |          439.00 |          3520.61 |       3959.61 |
| Revmatologiko   |           2026 | Κ46Χ     | ΕΦΚΑ                              |                1 |          444.00 |          3366.34 |       3810.34 |
| Revmatologiko   |           2026 | Κ12Χ     | Ιδιωτική Ασφάλεια                 |                1 |         3694.00 |             0.00 |       3694.00 |
| Revmatologiko   |           2026 | Σ02Χβ    | Ιδιωτική Ασφάλεια                 |                1 |         2056.00 |          1380.83 |       3436.83 |
| Revmatologiko   |           2026 | Μ02Χ     | ΕΦΚΑ                              |                1 |         3430.00 |             0.00 |       3430.00 |
| Revmatologiko   |           2026 | S01Μ     | Ιδιωτική Ασφάλεια                 |                1 |         2413.00 |           652.30 |       3065.30 |
| Revmatologiko   |           2026 | Θ20Χ     | ΕΦΚΑ                              |                1 |         1580.00 |          1439.62 |       3019.62 |
| Revmatologiko   |           2026 | Π03Χα    | Ιδιωτική Ασφάλεια                 |                1 |         2826.00 |             0.00 |       2826.00 |
| Revmatologiko   |           2026 | Θ05Χ     | ΕΦΚΑ                              |                1 |         1218.00 |          1579.60 |       2797.60 |
| Revmatologiko   |           2026 | Θ05Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1218.00 |          1421.64 |       2639.64 |
| Revmatologiko   |           2026 | Ρ23Α     | Ανασφάλιστος                      |                1 |          428.00 |          2176.83 |       2604.83 |
| Revmatologiko   |           2026 | Π27Α     | Ιδιωτική Ασφάλεια                 |                1 |          265.00 |          1795.01 |       2060.01 |
| Revmatologiko   |           2026 | Σ02Χβ    | ΕΦΚΑ                              |                1 |         2056.00 |             0.00 |       2056.00 |
| Revmatologiko   |           2026 | Μ21Α     | ΕΦΚΑ                              |                1 |         1052.00 |           886.44 |       1938.44 |
| Revmatologiko   |           2026 | Ν05Α     | Ιδιωτική Ασφάλεια                 |                1 |          439.00 |           765.35 |       1204.35 |
| Revmatologiko   |           2026 | Ω13Α     | ΕΦΚΑ                              |                1 |          347.00 |           647.88 |        994.88 |
| Revmatologiko   |           2026 | Π07Χ     | ΕΦΚΑ                              |                1 |          983.00 |             0.00 |        983.00 |
| Revmatologiko   |           2026 | Δ22Μ     | Ιδιωτική Ασφάλεια                 |                1 |          965.00 |             0.00 |        965.00 |
| Revmatologiko   |           2026 | Μ23Α     | Ιδιωτική Ασφάλεια                 |                1 |          661.00 |           175.86 |        836.86 |
| Revmatologiko   |           2026 | Α27Χ     | Ιδιωτική Ασφάλεια                 |                1 |          350.00 |           484.44 |        834.44 |
| Revmatologiko   |           2026 | Ι23Α     | Ανασφάλιστος                      |                1 |          576.00 |           182.28 |        758.28 |
| Revmatologiko   |           2026 | Τ27Χ     | Ιδιωτική Ασφάλεια                 |                1 |          428.00 |           209.48 |        637.48 |
| Revmatologiko   |           2026 | Υ08Χ     | Ιδιωτική Ασφάλεια                 |                1 |          631.00 |             0.00 |        631.00 |
| Revmatologiko   |           2026 | Κ45Χ     | ΕΦΚΑ                              |                1 |          521.00 |             0.00 |        521.00 |
| Revmatologiko   |           2026 | Η40Χ     | ΕΦΚΑ                              |                1 |          366.00 |             0.00 |        366.00 |
| Gynaikologiko   |           2025 | Θ05Χ     | Ιδιωτική Ασφάλεια                 |                4 |         4872.00 |             0.00 |       4872.00 |
| Gynaikologiko   |           2025 | Θ05Χ     | ΕΦΚΑ                              |                2 |         2436.00 |             0.00 |       2436.00 |
| Kardiologiko    |           2025 | Κ32Μ     | ΕΦΚΑ                              |              300 |       618600.00 |             0.00 |     618600.00 |
| Gynaikologiko   |           2024 | Θ05Χ     | Ιδιωτική Ασφάλεια                 |                4 |         4872.00 |             0.00 |       4872.00 |
| Gynaikologiko   |           2024 | Θ05Χ     | ΕΦΚΑ                              |                2 |         2436.00 |             0.00 |       2436.00 |
+-----------------+----------------+----------+-----------------------------------+------------------+-----------------+------------------+---------------+
