product_id,product_name,route,country,holder
2983,Navelbine,Oral Use,Greece,Pierre Fabre Farmaka Sa
2984,Nazaflaz,Nasal Use,Greece,Nassington Ltd
2985,Nebicur,Oral Use,Greece,Bennett Pharmaceuticals Sa
2986,Nebido,Intramuscular Use,Greece,Grünenthal Pharmaceuticals Gmbh & Co. Kg
2987,Nebulin,Inhalation Use,Greece,"Lyofin Ltd, Greece"
2988,Nefilin,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
2989,Neisvac-C,Intramuscular Use,Greece,Pfizer Hellas A.E.
2990,Nelconil,Oral Use,Greece,Sja Pharm Ltd
2991,Nelibat,Oral Use,Greece,Libytec Pharmaceutical S.A.
2992,Neo Candimyk,Oral Use,Greece,Viofar Ltd
2993,Neo-Botacreme,Cutaneous Use,Greece,Target Pharma Single Member Private Ltd
2994,Neocardon,Oral Use,Greece,Innovis Pharma
2995,Neo-Egmol,Cutaneous Use,Greece,Target Pharma Single Member Private Ltd
2996,Neo-Endusix,"Intramuscular Use ,Intravenous Use",Greece,Anfarm Hellas Sa
2997,Neo-Endusix,Oral Use,Greece,Anfarm Hellas Sa
2998,Neo-Mycodermol,Cutaneous Use,Greece,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
2999,Neophyr,Inhalation Use,Greece,Sol Spa
3000,Neostigmine Cooper,"Intramuscular Use ,Intravenous Use ,Subcutaneous Use",Greece,Cooper Pharmaceuticals S.A.
3001,Nepanizil,Oral Use,Greece,Medicair Bioscience Laboratories Cy Ltd
3002,Nepanizil,Oral Use,Greece,Medicair Bioscience Laboratories Cy Ltd
3003,Nepezil,Oral Use,Greece,Vianex S.A.
3004,Nephroferol,Intravenous Use,Greece,Verisfield S.M.S.A
3005,Nephroplan,Oral Use,Greece,Sja Pharm Ltd
3006,Nerita,Oral Use,Greece,Libytec Pharmaceutical S.A.
3007,Nervius,Oral Use,Greece,Target Pharma Single Member Private Ltd
3008,Nervius,Oral Use,Greece,Target Pharma Single Member Private Ltd
3009,Nervius,Oral Use,Greece,Target Pharma Single Member Private Ltd
3010,Nesyrgy,Oral Use,Greece,Menarini International Operations Luxembourg S.A.
3011,Neurexan,Oral Use,Greece,Biologische Heilmittel Heel Gmbh
3012,Neurobion,Oral Use,Greece,P&g Health Germany Gmbh
3013,Neurobion,Intramuscular Use,Greece,P&g Health Germany Gmbh
3014,Neurontin,Oral Use,Greece,Viatris Hellas Limited
3015,Neurosedine,Oral Use,Greece,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
3016,Neutramag,Oral Use,Greece,Global Development Ltd
3017,Nevirapine Vocate,Oral Use,Greece,Vocate Φαρμακευτικη Αε
3018,Nevropram®,Oral Use,Greece,Viofar Ltd
3019,Nevrorestol,Oral Use,Greece,Bros Ltd
3020,Newlev,Oral Use,Greece,Rafarm Sa.
3021,Newmen®,Oral Use,Greece,Viofar Ltd
3022,Newzypra,Oral Use,Greece,Bioneuron Pharmaceuticals Ltd
3023,Nexium,Intravenous Use,Greece,Vianex S.A.
3024,Nexium,Oral Use,Greece,Vianex S.A.
3025,Nexium,Oral Use,Greece,Vianex S.A.
3026,Nexubet-3,Intramuscular Use,Greece,Verisfield S.M.S.A
3027,Nexubet-3,Oral Use,Greece,Verisfield S.M.S.A
3028,Nezatin,Oral Use,Greece,Heremco
3029,Nezefib,Ocular Use,Greece,Rafarm Sa.
3030,Nezodia,Oral Use,Greece,Innovis Pharma
3031,Nicobright,Oral Use,Greece,Enorama Pharma Ab
3032,Nicobright Enorama,Oral Use,Greece,Enorama Pharma Ab
3033,Nicobright Fruitmint,Oral Use,Greece,Enorama Pharma Ab
3034,Nicobright Mint,Oral Use,Greece,Enorama Pharma Ab
3035,Nicorette,"Inhalation Use ,Oromucosal Use",Greece,Johnson & Johnson Hellas Consumer Ae
3036,Nicorette,Oromucosal Use,Greece,Johnson & Johnson Hellas Consumer Ae
3037,Nicorette Clear Patch,Transdermal Use,Greece,Johnson & Johnson Hellas Consumer Ae
3038,Nicorette Freshfruit,Oromucosal Use,Greece,Johnson & Johnson Hellas Consumer Ae
3039,Nicorette Icemint,Oromucosal Use,Greece,Johnson & Johnson Hellas Consumer Ae
3040,Nicorette Quickspray,Oromucosal Use,Greece,Johnson & Johnson Hellas Consumer Ae
3041,Nicorette Quickspray Berry,Oromucosal Use,Greece,Johnson & Johnson Hellas Consumer Ae
3042,Nicotinell  Tts,Transdermal Use,Greece,Haleon Hellas Single Member Societe Anonyme
3043,Nicotinell Cool Mint,Buccal Use,Greece,Haleon Hellas Single Member Societe Anonyme
3044,Nicotinell Fruit,Buccal Use,Greece,Haleon Hellas Single Member Societe Anonyme
3045,Nicotinell Liquorice,Buccal Use,Greece,Haleon Hellas Single Member Societe Anonyme
3046,Nictur,Oral Use,Greece,Meditrina Pharmaceuticals Ltd
3047,Nidymo,Oral Use,Greece,Innovis Pharma
3048,Nifib,Oral Use,Greece,Demo Abee
3049,Nifib,Oral Use,Greece,Demo Abee
3050,Niflamol,Oral Use,Greece,Bausch + Lomb Ireland Limited
3051,Nifuroxazide Lavipharm,Oral Use,Greece,Lavipharm S.A
3052,Nilafustin,Intravenous Use,Greece,Demo Abee
3053,Nilotinib,Oral Use,Greece,Viatris Limited
3054,Nilotinib Anabiosis,Oral Use,Greece,Anabiosis S.A.
3055,Nilotinib Bioars,Oral Use,Greece,Bioars Therapeutics S.A.
3056,Nilotinib Stada,Oral Use,Greece,Stada Arzneimittel Ag
3057,Nilotinib Teva,Oral Use,Greece,Teva Gmbh
3058,Nimedine,Intravenous Use,Greece,Anfarm Hellas Sa
3059,Nimedine,Intravenous Use,Greece,Anfarm Hellas Sa
3060,Nimegel,Topical Use,Greece,Fos Farmakeftiki Ike
3061,Nimelide,Oral Use,Greece,Genepharm S.A.
3062,Nimesul,Oral Use,Greece,Medichrom A.E.
3063,Nimesulide Φαρμασυν,Cutaneous Use,Greece,Farmasyn S.A.
3064,Nimotop,Intravenous Use,Greece,Bayer Hellas Sa
3065,Nindraf,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
3066,Nintedanib Ahcl,Oral Use,Greece,Accord Healthcare S.L.U.
3067,Nintedanib Sandoz,Oral Use,Greece,Sandoz Pharmaceuticals D.D.
3068,Nintedanib Stada,Oral Use,Greece,Stada Arzneimittel Ag
3069,Nintedanib Teva,Oral Use,Greece,Teva Gmbh
3070,Niontix,Inhalation Use,Greece,Linde Hellas Single Person Limited Liability Company
3071,Nipent,Intravenous Use,Greece,Pfizer Hellas A.E.
3072,Nipodur,Oral Use,Greece,Anfarm Hellas Sa
3073,Nipogalin,Oral Use,Greece,Anfarm Hellas Sa
3074,Nipogalin,"Intramuscular Use ,Intravenous Use",Greece,Anfarm Hellas Sa
3075,Nirox,Oral Use,Greece,Gabriel Health
3076,Nisaid,Oral Use,Greece,Bennett Pharmaceuticals Sa
3077,Nitastin,Oral Use,Greece,Pharmazac Sa
3078,Nitrofurantoin Iasis,Oral Use,Greece,Iasis Pharma
3079,Nitroglicerina Acarpia,Intravenous Use,Greece,Acarpia Farmaceutici S.R.L
3080,Nitrong,Oral Use,Greece,Lavipharm Hellas Ae
3081,Nitrong,Transdermal Use,Greece,Lavipharm Hellas Ae
3082,Nocdurna,Sublingual Use,Greece,Ferring Hellas Mepe
3083,Nodasic,Oral Use,Greece,Rafarm Sa.
3084,Noga,Inhalation Use,Greece,Tikun Olam Greece S.A.
3085,Nogaron,Inhalation Use,Greece,Tikun Olam Greece S.A.
3086,Nolvac,Oral Use,Greece,Innovis Pharma
3087,Nolvadex,Oral Use,Greece,Astrazeneca S.A
3088,Nolvadex D,Oral Use,Greece,Astrazeneca S.A
3089,Nontoss,Oral Use,Greece,Cooper Pharmaceuticals S.A.
3090,Nopar,Oral Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3091,Noradren,Intravenous Use,Greece,Demo Abee
3092,Noradren,Intravenous Use,Greece,Demo Abee
3093,Noradrenaline Kabi,Intravenous Use,Greece,Fresenius Kabi Hellas Single Member S.A.
3094,Nordeloz,Intravenous Use,Greece,Rafarm Sa.
3095,Nordex,Oral Use,Greece,Medical Pharmaquality Pharmaceuticals S.A.
3096,Norditropin Flexpro,Subcutaneous Use,Greece,Novo Nordisk A/S
3097,Norditropin Nordiflex,Subcutaneous Use,Greece,Novo Nordisk A/S
3098,Noreskin,Cutaneous Use,Greece,Target Pharma Single Member Private Ltd
3099,Norezor,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
3100,Norfan,Oral Use,Greece,Vocate Φαρμακευτικη Αε
3101,Norfan,Oral Use,Greece,Vocate Φαρμακευτικη Αε
3102,Norgesic,Oral Use,Greece,Viatris Healthcare Limited
3103,Norlevo,Oral Use,Greece,Laboratoire Hra Pharma
3104,Normafenac,"Intramuscular Use ,Intravenous Use",Greece,Norma Hellas S.A.
3105,Normodin,Oral Use,Greece,Genepharm S.A.
3106,Normolose,Oral Use,Greece,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
3107,Normolose,Oral Use,Greece,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
3108,Normotherin,Oral Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3109,Norocin,Ocular Use,Greece,Vianex S.A.
3110,Norocin,Oral Use,Greece,Vianex S.A.
3111,Norpen Oro,Oral Use,Greece,Norma Hellas S.A.
3112,Norpen Oro,Oral Use,Greece,Norma Hellas S.A.
3113,Norpen Oro,Oral Use,Greece,Norma Hellas S.A.
3114,Norprolac,Oral Use,Greece,Ferring Hellas Mepe
3115,Nortolan,Oral Use,Greece,Anfarm Hellas Sa
3116,Norvalet,Oral Use,Greece,Pharmapath Sa
3117,Norvasc,Oral Use,Greece,Viatris Hellas Limited
3118,Nosatel,"Intramuscular Use ,Intravenous Use",Greece,Menarini International Operations Luxembourg S.A.
3119,Nosatel,Oral Use,Greece,Menarini International Operations Luxembourg S.A.
3120,Nosuffern,Oral,Greece,Power Health Hellas S.A.
3121,Notorium,Oral Use,Greece,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
3122,Novaquasol A,Cutaneous Use,Greece,Galenica Sa
3123,Novifer,Oral Use,Greece,Novendia Pharmaceuticals Ltd
3124,Novigrel,Oral Use,Greece,Novendia Pharmaceuticals Ltd
3125,Novistig,Intravenous Use,Greece,Sintetica Gmbh
3126,Novocral,"Intramuscular Use ,Intravenous Use",Greece,Help Abee
3127,Novocral,Intravenous Use,Greece,Help Abee
3128,Novoflon,Oral Use,Greece,Novopharm Pharmaceuticals Ltd
3129,Novoris,Oral Use,Greece,Novopharm Pharmaceuticals Ltd
3130,Novoris,Oral Use,Greece,Novopharm Pharmaceuticals Ltd
3131,Novozithron,Oral Use,Greece,Novopharm Pharmaceuticals Ltd
3132,Noxtor,Ocular Use,Greece,Rafarm Sa.
3133,Nozac,Oral Use,Greece,Pharmazac Sa
3134,Nozinan,Oral Use,Greece,Brain Therapeutics Μονοπροσωπη Ικε
3135,Nujol,Oral Use,Greece,Bayer Hellas Sa
3136,Nulbia,Cutaneous Use,Greece,Nassington Ltd
3137,Numeta,Intravenous Use,Greece,Baxter Hellas
3138,Numeta G,Intravenous Use,Greece,Baxter Hellas
3139,Numeta Preterm G13e,Intravenous Use,Greece,Baxter Hellas
3140,Nuoalz,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
3141,Nuperal,Oral Use,Greece,Itf Hellas S.A.
3142,Nurofen,Oral Use,Greece,Reckitt Benckiser Hellas Healthcare Sa
3143,Nurofen Cold And Flu,Oral Use,Greece,Reckitt Benckiser Hellas Healthcare Sa
3144,Nurofen Durance,Cutaneous Use,Greece,Reckitt Benckiser Hellas Healthcare Sa
3145,Nurofen Express,Oral Use,Greece,Reckitt Benckiser Hellas Healthcare Sa
3146,Nurofen Express,Oral Use,Greece,Reckitt Benckiser Hellas Healthcare Sa
3147,Nurofen For Children,Oral Use,Greece,Reckitt Benckiser Hellas Healthcare Sa
3148,Nurofen Lemon,Oral Use,Greece,Reckitt Benckiser Hellas Healthcare Sa
3149,Nurofen Mint,Oral Use,Greece,Reckitt Benckiser Hellas Healthcare Sa
3150,Nurofen Για Παιδιά (Φράουλα),Oral Use,Greece,Reckitt Benckiser Hellas Healthcare Sa
3151,Nutriflex Omega 38/120 Plus,Intravenous Use,Greece,B.Braun Melsungen Ag
3152,Nutriflex Omega 56/144 Special,Intravenous Use,Greece,B.Braun Melsungen Ag
3153,Nutriflex Omega Peri,Intravenous Use,Greece,B.Braun Melsungen Ag
3154,Nutrineal Pd4,Intraperitoneal Use,Greece,Vantive Belgium
3155,Nuvaring,Vaginal Use,Greece,N.V. Organon
3156,Nylex,Intravenous Use,Greece,Novendia Pharmaceuticals Ltd
3157,Nyoxep,Cutaneous Use,Greece,Medimar Sa
3158,Nystamysyn,Oral Use,Greece,Farmasyn S.A.
3159,Nyzol,Oral Use,Greece,Rafarm Sa.
3160,Nyzol,Oral Use,Greece,Rafarm Sa.
3161,Oasil,Oral Use,Greece,Gap S.A.
3162,Oaxen,Oral Use,Greece,Rafarm Sa.
3163,Obecirol,Cutaneous Use,Greece,Mediapharm Ltd
3164,Obecirol,Nasal Use,Greece,Mediapharm Ltd
3165,Obergan,Oral Use,Greece,Demo Abee
3166,O-Biotic,Ocular Use,Greece,Zwitter Pharmaceuticals Επε
3167,Obruman,Intravenous Use,Greece,Oxbridge Pharma Limited
3168,Obusonid,Cutaneous Use,Greece,Velka Hellas S.A.
3169,Obusonid,Nasal Use,Greece,Velka Hellas S.A.
3170,Octeniderm,Cutaneous Use,Greece,Pharmex S.A.
3171,Octenisept,Cutaneous Use,Greece,Pharmex S.A.
3172,Octiveran,Oral Use,Greece,Rafarm Sa.
3173,Octoret,"Intramuscular Use ,Intravenous Use",Greece,Demo Abee
3174,Octreoscan,Intravenous Use,Greece,Curium Netherlands B.V.
3175,Oculaphenicol D,Ocular Use,Greece,Zwitter Pharmaceuticals Επε
3176,Odasen,"Intramuscular Use ,Intravenous Use",Greece,Anfarm Hellas Sa
3177,Odasol,Oral Use,Greece,Genepharm S.A.
3178,Odelo,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
3179,Odnatron,"Intramuscular Use ,Intravenous Use",Greece,Kleva Pharmaceuticals
3180,Odnatron,Oral Use,Greece,Kleva Pharmaceuticals
3181,Odrinol,Oral Use,Greece,Viofar Ltd
3182,Odrinol,Rectal Use,Greece,Viofar Ltd
3183,Odycin,Oral Use,Greece,Velka Hellas S.A.
3184,Odycin,Oral Use,Greece,Velka Hellas S.A.
3185,Odyral,Ocular Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3186,Odyral Pf,Ocular Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3187,Oflokasin,Intravenous Use,Greece,Anfarm Hellas Sa
3188,Okitask,Oral Use,Greece,Dompé Farmaceutici S.P.A.
3189,Okrodin,Intramuscular Use,Greece,Pharmathen S.A.
3190,Olansek,Oral Use,Greece,Cheplapharm Registration Gmbh
3191,Olansek,Oral Use,Greece,Cheplapharm Registration Gmbh
3192,Olansek,Oral Use,Greece,Cheplapharm Registration Gmbh
3193,Olanzalet Od,"Buccal Use ,Oral Use ,Sublingual Use",Greece,Teva Gmbh
3194,Olanzapin Sandoz,Oral Use,Greece,Sandoz Gmbh
3195,Olanzapine Mylan,Oral Use,Greece,Mylan Pharmaceuticals Limited
3196,Olanzapine Mylan,Oral Use,Greece,Mylan Pharmaceuticals Limited
3197,Olapine,Oral Use,Greece,Bennett Pharmaceuticals Sa
3198,Olartan-Plus,Oral Use,Greece,Menarini International Operations Luxembourg S.A.
3199,Olastazen,Oral Use,Greece,Heremco
3200,Olbenorm,Oral Use,Greece,Pharmex S.A.
3201,Olenxa,Oral Use,Greece,Target Pharma Single Member Private Ltd
3202,Oleunor N5e,Intravenous Use,Greece,Demo Abee
3203,Oleunor N7e,Intravenous Use,Greece,Demo Abee
3204,Oleunor N9e,Intravenous Use,Greece,Demo Abee
3205,Oleunor Peri-N4e,Intravenous Use,Greece,Demo Abee
3206,Olfosonide,Cutaneous Use,Greece,Galenica Sa
3207,Olfosonide,Nasal Use,Greece,Galenica Sa
3208,Olimel N12,Intravenous Use,Greece,Baxter Hellas
3209,Olimel N12e,Intravenous Use,Greece,Baxter Hellas
3210,Olimel N7,Intravenous Use,Greece,Baxter Hellas
3211,Olimel N7e,Intravenous Use,Greece,Baxter Hellas
3212,Olimel N7e,Intravenous Use,Greece,Baxter Hellas
3213,Olimel N9,Intravenous Use,Greece,Baxter Hellas
3214,Olimel N9e,Intravenous Use,Greece,Baxter Hellas
3215,Olimel N9e,Intravenous Use,Greece,Baxter Hellas
3216,Olimel Peri N4e,Intravenous Use,Greece,Baxter Hellas
3217,Olimel Peri N4e,Intravenous Use,Greece,Baxter Hellas
3218,Olmedipin,Oral Use,Greece,Viatris Limited
3219,Olmedipin Plus,Oral Use,Greece,Viatris Limited
3220,Olmesartan + Hctz Mylan,Oral Use,Greece,Mylan Pharmaceuticals Limited
3221,Olmesartan Medoxomil & Amlodipine Genepharm,Oral Use,Greece,Genepharm S.A.
3222,Olmesartan Mylan,Oral Use,Greece,Mylan Pharmaceuticals Limited
3223,Olmesartan Sandoz,Oral Use,Greece,Sandoz Pharmaceuticals D.D.
3224,Olmesartan Velka,Oral Use,Greece,Velka Hellas S.A.
3225,Olmesartan Vocate,Oral Use,Greece,Vocate Φαρμακευτικη Αε
3226,Olmesartan+amlodipine Sandoz,Oral Use,Greece,Sandoz Gmbh
3227,Olmesartan+amlodipine Sandoz,Oral Use,Greece,Sandoz Pharmaceuticals D.D.
3228,Olmesartan+amlodipine+hydrochlorothiazide Velka,Oral Use,Greece,Velka Hellas S.A.
3229,Olmesartan+hctz Sandoz,Oral Use,Greece,Sandoz Pharmaceuticals D.D.
3230,Olmetec,Oral Use,Greece,Pharmaserve Hellas S.A.C.I
3231,Olmetec Plus,Oral Use,Greece,Pharmaserve Hellas S.A.C.I
3232,Olmyzem Odt,Oral Use,Greece,Pharmazac Sa
3233,Olopatadine Rafarm,Ocular Use,Greece,Rafarm Sa.
3234,Olufsent,Oral Use,Greece,Desant Technologia Kallyntikon Kai Farmakon M.E.P.E.
3235,Olvion,Oral Use,Greece,Medochemie Hellas Sa
3236,Omacor,Oral Use,Greece,Basf As
3237,Omalin,Oral Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3238,Omalin Plus,Oral Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3239,Omeprazole Liconsa,Oral Use,Greece,"Laboratorios Liconsa, S.A."
3240,Omeprol,Oral Use,Greece,Farmellas Enterprises Ltd
3241,Omerane,Intravenous Use,Greece,Medicus A.E
3242,Omezalin,Oral Use,Greece,Pharma Therapis Single Member Pc
3243,Omnic Τocas,Oral Use,Greece,Astellas Pharmaceuticals A.E.B.E.
3244,Omnipaque,"Intraarterial Use ,Intrathecal Use ,Intravenous Use ,Oral Use ,Rectal Use",Greece,Ge Healthcare Ae
3245,Omnipaque™,"Intraarterial Use ,Intrathecal Use ,Intravenous Use",Greece,Ge Healthcare Ae
3246,Omniscan,Intravenous Use,Greece,Ge Healthcare Ae
3247,Oncoplat,Intravenous Use,Greece,Medicus A.E
3248,Oncotice,Intravesical Use,Greece,Merck Sharp & Dohme Pharmaceutical Trading Single Member S.A.
3249,Onda,"Intramuscular Use ,Intravenous Use",Greece,Vianex S.A.
3250,Onda,Oral Use,Greece,Vianex S.A.
3251,Onda 4 Mg/5ml,Oral Use,Greece,Vianex S.A.
3252,Onda 4 Mg/Tab,Oral Use,Greece,Vianex S.A.
3253,Ondameton,"Intramuscular Use ,Intravenous Use",Greece,Medicina Pharmaceuticals S.A.
3254,Ondameton,Oral Use,Greece,Medicina Pharmaceuticals S.A.
3255,Ondameton,Oral Use,Greece,Medicina Pharmaceuticals S.A.
3256,Ondansetron Kabi,Intravenous Use,Greece,Fresenius Kabi Hellas Single Member S.A.
3257,Ondansetron Kalceks,"Intramuscular Use ,Intravenous Use",Greece,Kalceks
3258,Ondansetron Noridem,"Intramuscular Use ,Intravenous Use",Greece,Noridem Enterprises Ltd
3259,Ondaseprol,"Intramuscular Use ,Intravenous Use",Greece,Novendia Pharmaceuticals Ltd
3260,Ondasetron Kabi,Intravenous Use,Greece,Fresenius Kabi Hellas Single Member S.A.
3261,One-Alpha,Intravenous Use,Greece,Cheplapharm Arzneimittel Gmbh
3262,One-Alpha,Oral Use,Greece,Cheplapharm Arzneimittel Gmbh
3263,Onelar,Oral Use,Greece,Medochemie Hellas Sa
3264,Onelar,Oral Use,Greece,Medochemie Hellas Sa
3265,Oniria,Oral Use,Greece,Itf Hellas S.A.
3266,Onufrid,Ocular Use,Greece,Rafarm Sa.
3267,Ophtha-Biotic,Ocular Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3268,Ophtha-Cur,Ocular Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3269,Opralix,Cutaneous Use,Greece,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
3270,Opralix,Periodontal Use,Greece,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
3271,Oprazium,Oral Use,Greece,Mediapharm Ltd
3272,Opsor,Cutaneous Use,Greece,Medimar Sa
3273,Optallerg,Ocular Use,Greece,Verisfield S.M.S.A
3274,Optiray,"Intraarterial Use ,Intravenous Use",Greece,Guerbet
3275,Optodrop,Ocular Use,Greece,Rafarm Sa.
3276,Optodrop-Co,Ocular Use,Greece,Rafarm Sa.
3277,Optonium,Ocular Use,Greece,Pharmathen S.A.
3278,Orabloc,Dental Use,Greece,Pierrel S.P.A.
3279,Oracea,Oral Use,Greece,Galderma International
3280,Oratoria,Ocular Use,Greece,Pharmathen S.A.
3281,Orbical-D3,Oral Use,Greece,Zwitter Pharmaceuticals Επε
3282,Orbimag 300,Oral Use,Greece,Medical Pharmaquality Pharmaceuticals S.A.
3283,Orebriton,Oral Use,Greece,"Zentiva, K.S."
3284,Orebus,Oral Use,Greece,Zwitter Pharmaceuticals Επε
3285,Orgaran,Intravenous Use,Greece,Viatris Healthcare Limited
3286,Oriens,Oral Use,Greece,Galenica Sa
3287,Orizal,Oral Use,Greece,Menarini International Operations Luxembourg S.A.
3288,Orizal Plus,Oral Use,Greece,Menarini International Operations Luxembourg S.A.
3289,Orlobin,"Intramuscular Use ,Intravenous Use",Greece,Medicus A.E
3290,Ormaz,Oral Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3291,Ormitac,Oral Use,Greece,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
3292,Ormpimed,Oral Use,Greece,Medical Pharmaquality Pharmaceuticals S.A.
3293,Orocil Lido®,Oromucosal Use,Greece,Stada Arzneimittel Ag
3294,Oromentis,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
3295,Oroperidys,Oral Use,Greece,Pierre Fabre Farmaka Sa
3296,Oropfen,Oromucosal Use,Greece,Hemopharm Gmbh
3297,Orotral,Oral Use,Greece,Target Pharma Single Member Private Ltd
3298,Orphedrin,Oral Use,Greece,Viofar Ltd
3299,Orpidix,Ocular Use,Greece,Proel Epam G Koronis Sa Pharmaceuticals
3300,Orpidix,Oral Use,Greece,Proel Epam G Koronis Sa Pharmaceuticals
3301,Orvatez,Oral Use,Greece,N.V. Organon
3302,Osaera,Cutaneous Use,Greece,Cross Pharmaceuticals P.C.
3303,Oskana Μιασ Δόσησ,Oral Use,Greece,Velka Hellas S.A.
3304,Osmoran,Cutaneous Use,Greece,Rafarm Sa.
3305,Ostaven,Oral Use,Greece,Velka Hellas S.A.
3306,Osteorel,Subcutaneous Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3307,Osteovile,Oral Use,Greece,Vian S.A.
3308,Osteovile,Oral Use,Greece,Vian S.A.
3309,Ostiral,Oral Use,Greece,Pharmathen S.A.
3310,Ostirein,Oral Use,Greece,Mediapharm Ltd
3311,Ostopor,Oral Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3312,Ostoris,Oral Use,Greece,Genepharm S.A.
3313,Otaset,Auricular Use,Greece,Nassington Ltd
3314,Otilax,Oral Use,Greece,Win Medica Sa
3315,Otocort,Auricular Use,Greece,Win Medica Sa
3316,Otospon,Auricular Use,Greece,Vianex S.A.
3317,Otrhinitis,Nasal Use,Greece,Haleon Hellas Single Member Societe Anonyme
3318,Otrivin Advance,Nasal Use,Greece,Haleon Hellas Single Member Societe Anonyme
3319,Otrivin Menthol Preservative Free,Nasal Use,Greece,Haleon Hellas Single Member Societe Anonyme
3320,Otrivin Moisturising Formula,Nasal Use,Greece,Haleon Hellas Single Member Societe Anonyme
3321,Otrivin Preservative Free,Nasal Use,Greece,Haleon Hellas Single Member Societe Anonyme
3322,Otrivin Παιδικο Moisturising Formula,Nasal Use,Greece,Haleon Hellas Single Member Societe Anonyme
3323,Otrivin Παιδικο Preservative Free,Nasal Use,Greece,Haleon Hellas Single Member Societe Anonyme
3324,Ovamex,Subcutaneous Use,Greece,Theramex Ireland Limited
3325,Overmag,Oral Use,Greece,Promopharma S.A.
3326,Oversano,"Intramuscular Use ,Intravenous Use",Greece,Nassington Ltd
3327,Oversano,Oral Use,Greece,Nassington Ltd
3328,Oxaliplatin Deltapharma,Intravenous Use,Greece,Deltapharma Limited
3329,Oxaliplatin Medicus,Intravenous Use,Greece,Medicus A.E
3330,Oxaliplatin Teva,Intravenous Use,Greece,Teva Pharma B.V.
3331,Oxaliplatin Thama,Intravenous Use,Greece,Thama Pharmaceutical Research Commercial S.A.
3332,Oxaliprol,Intravenous Use,Greece,Pharmazac Sa
3333,Oxalizor,Intravenous Use,Greece,Vocate Φαρμακευτικη Αε
3334,Oxatrex,Ocular Use,Greece,Zwitter Pharmaceuticals Επε
3335,Oxaviatin,Intravenous Use,Greece,Vianex S.A.
3336,Oxez Turbuhaler,Inhalation Use,Greece,Astrazeneca S.A
3337,Oximezin,"Intramuscular Use ,Intravenous Use",Greece,Demo Abee
3338,Oxisept,Buccal Use,Greece,Demo Abee
3339,Oxisept,Cutaneous Use,Greece,Demo Abee
3340,Oxybatin,Oral,Greece,Vita Longa Pc
3341,Oxycodone Paracetamol Rafarm,Oral Use,Greece,Rafarm Sa.
3342,Oxydroplex,Cutaneous Use,Greece,Nassington Ltd
3343,Oxygenated Water Mediplants,Cutaneous Use,Greece,Mediplants
3344,Oxynium,Intravenous Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3345,Oxynium,Oral Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
3346,Oxytocin Gap,Intravenous Use,Greece,Gap S.A.
3347,Oxytocin Gap,Intravenous Use,Greece,Gap S.A.
3348,Ozapex,Intramuscular Use,Greece,Pharmathen Investments Group Limited
3349,Ozapex,Oral Use,Greece,Pharmathen Investments Group Limited
3350,Ozarium,Oral Use,Greece,Anfarm Hellas Sa
3351,Ozepran,Oral Use,Greece,Sandoz Gmbh
3352,Ozia,Inhalation Use,Greece,Tikun Olam Greece S.A.
3353,Ozra T22,Inhalation Use,Greece,Tikun Olam Greece S.A.
3354,Pabal,Intravenous Use,Greece,Ferring Hellas Mepe
3355,Paclitaxel Hospira,Intravenous Use,Greece,Pfizer Hellas A.E.
3356,Paco-4,Oral Use,Greece,Nassington Ltd
3357,Pageltra,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
3358,Painoff,Oral Use,Greece,Rafarm Sa.
3359,Pain-Out,Cutaneous Use,Greece,Terix Labs Ltd
